"userid","ope","con","ext","agr","neu","message"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","day of phone dates with trappers & furbearer biologists... ooh baby!"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","it was hot! it was hot."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","*PROPNAME*:   This is a deliberate insult against me and my people. *PROPNAME*. *PROPNAME*: Who the fuck are his people?  *PROPNAME*:   I don't know... little scientists, I guess."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","come on, somebody tell me how everyone's getting these symbols on Fb. this is just too much.  Hey guess what else? 199 pages.  Got-to-crank-out-one-more..."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is designing a lovely tattoo... yes, I realize I have a stack of papers to grade. Coffee break soon."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","appreciates this special time of year when you're a misfit if you don't dress & behave like a freak :)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","the universe is a symphony and the laws of physics are harmonies of a superstring. How beautiful."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","hmm.. if I were a fly, I'd be dreaming about devil's tongue. Nite, all"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is about to fall out of her bed, out of her clothes, and into the Niiiiiiiiiight Kitchen."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","ah, nothing in the world is as beautiful as fresh music."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","just broke 200 pages :)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","""Life is miraculous; even when it's disastrous, it's still incredible. I'm fascinated with everything; life is fascinating. I'm fascinated by trees and dogs, but no one wants to hear me talk about it."" -*PROPNAME*"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","attempting these writing samples, a.k.a., trying to balance on that fine line between  creative nonfiction & academic journal article... tricky business."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","needs to learn how to be diurnal & studious."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","when life gives you fall apples, eat them."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","some painters work with oils, some with acrylics.  *PROPNAME* & I work with dumps."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","likes windows. They are very appealing to wandering minds."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","where oh where are my headphones... I'm completely lost without them :("
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","I dare you to touch a slug."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","once there was a way to get back home."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","my fortune cookie tonight didn't even have a fortune...  :("
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","hot tamales & Easter peeps & bunnies; *PROPNAME* & I gots significant data! :) I guess monkeys DO kinda like music..."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","accidentally rescued another animal from T&D's..."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","does anyone else feel 'frustration' in their lower spinal cord, or is my physiology whack?"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","RIP little Moon Rabbit."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","if you give a moose a muffin, you'll end up in a dirty trailer with seven kids and no money."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","loves coffee more than LOL Catz love cupcakes.  And unlike LOL Catz, I'm not inbred//illiterate.  I am 68% retarded, however, but that's mostly because I drool."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is expecting... but doesn't know the bunny daddy."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","just experienced orthostatic hypotension. trippy."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","I used to have a boyfriend with a wooden leg, but I broke it off."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","Ahhhh!! what is this strange white stuff coming from the sky?!"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","Dad & I just took the kayaks out on the lake in a torrential downpour//thunder & lightning storm (father knows best)... no beavers, but lots of migrating black & velvet scoters :)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is a female donkey that drills for a living?"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","top of the mornin to ya."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is watching FEARnet with *PROPNAME*. Spook is in the air :)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","saw several dead rainbows today :("
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","so Season 4 of Dexter started out crrrraaazy!"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","proof that soul-shattering, awe-inspiring things can evolve? Music."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is sipping coffee, petting a bunny, listening to music, & dicking around on Fb. How's that for multitasking? I can process chemical, acoustical, tactile, and visual stimuli simultaneously, all while actively avoiding any kind of work AND maintaining homeostasis!"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","shared bodily fluids with 3 people in lab today & didn't get infected ;)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","I think *PROPNAME* may have attracted a tall chicken & a wolf-girl with her salmon patty trail cam bait."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","when life gives you shit, grind it up, freeze-dry it, and extract the glucocorticoids."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","we wanted to say you shouldn't suffer this way. We love you, Tuqqy."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","growing up is weird."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","was unexpectedly mesmerized by how beautiful Pennsylvania is today."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","no thesis project. no hope for the future, other than a miracle."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","even though yesterday's laborious morning of shoveling would appear to be in vain, I don't have to teach any labs today! Asante sana, rafiki yangu snow :)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","as soon as I manage to sit down and start being productive, *PROPNAME* and *PROPNAME* have to start being cuter than ever and that bottle of red on the counter has to start being sexier than ever..."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is thamkful she didn't get murdered last night. seriously. and of course, for her lovely fb friends. :)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","lend me your ear & I'll sing you a song, but you might not be able to hear it without your ear."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is thinking... if I have a little >2 yrs left to live, why am I still in frostburg?"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","always gets the studliest pets."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","I'm trying, ghandi."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","when everything is going wrong, it helps to get ridiculous phone calls from one's two whackjob best friends & be entertained by the cutest, smartest, naughtiest bunny in the world."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","s right hand is really, really cold."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","wine, chocolate, & guitar = :)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is making CDs and making out with *PROPNAME*."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","I will never get my Master's or get out of Frostburg :("
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is in less danger of getting a lump of coal for Christmas every year, as we deplete the earth's fossil fuels."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","might almost like Bridget's cinnamon, cardamom, & black pepper tea more than coffee!"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","Avatar makes me proud to be a biologist."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","""coming up, it's Man Vs. Wild, followed by Frying Human Meat Putting on Spices and Saving it With Maggots at 9:00."" Gotta love Bridget."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","CABIN FEVER."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","it's really amazing that a meatball can roll under a bush and eventually grow into a meatball tree."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","I am the fool; the hierophant crosses me."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","to think we are who we are largely because of the deactivation of Myosin Heavy Chain 16 (MYH16)... fascinating."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","in a moment, something poked him in an infuriatingly private place."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","hmm, can't wait to try out this ""synthetic fermented egg"" lure..."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","hey *PROPNAME*, don't make it bad. Don't eat all the houseplants, chew wires, throw temper tantrums, and break out of your cage.  All you need is love, little man."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","computer's broken :( worrying about how many important files I may lose. in brighter news, walked my rabbit around the neighborhood on a leash today."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","the dreams are more fun."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","road trip with my boy, followed by a play date with a crazy half-Japanese girl & two ferrets."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","The most beautiful experience we can have is the mysterious.  It is the fundamental emotion which stands at the cradle of true art and true science.  Whomever does not know it and can no longer wonder, no longer marvel, is as good as dead, and his eyes are dimmed. -Einstein"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","ravenous black holes, ripples in the space-time continuum, intersex bass taking over US rivers, expectations influencing the wine-tasting experience, the possibility of quantum memory devices... just some of my Science Daily. Truth blows fiction out of the water!"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","last night, I learned that my little boy (*PROPNAME*) loves wine as much as I do; hence, I will no longer be able to set my wine glasses on the ground."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","hmm... has the mystery of the loud neighborhood farting noise been solved?"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","What's up, Cheese Apple? Your warm, cheesy, buttery, and tart deliciouness? That's what I'm talkin about ;)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","has a naughty bunny."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","WOW. All I can say is, I was channeling Deb as I watched that traumatic season finale."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","suspects that this nightly coffee + Dexter combo isn't the best for her heart."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","a third of a chicken of a bobcat?  Hmm.. yes, *PROPNAME*."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","making love to my lollipop, mantis-style."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is imagining her feet buried under the cool, wet sand and being sucked toward the ocean."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is just an earthbound misfit enjoying a Starbucks double-shot espresso"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","little dee is your hero."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","spies and other mysterious persons could track me down almost anywhere today, but they only have ~1 hour."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","rediscovered how fun it is to play in 36 inches of snow :)"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","is gonna get some groovy coyote trail cam pics! you know you're jealous"
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","fly in vaseline :("
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","mission for the day: find my car under that 8-ft mound of wintry precipitate."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","note to self: do not attempt to drive 400 miles in a blizzard ever again."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","to the air mattress, my noisy nighttime lover."
"b2be41464b53ffc6deae9536ddfd3aee","5","3.25","4.2","3.95","2.6","s entire day.. maybe even entire life.. is dependent on who wins this dominance interaction between *PROPNAME* & *PROPNAME*. Go *PROPNAME*!!! If *PROPNAME* throws this one, I will surely be in a sour mood for the rest of the week."
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","is home lovin' on my kids....oh, and my hubby too ;)"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","has 99 friends, so why is it that I feel the need for one more?"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","thinks there is a conspiracy among the soup companies to trick you into thinking that the personal size containers are simply a single serving size when they actually contain TWO servings"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","Well, the fork-lift job is a no go.  Apparently, he wasn't fast enough - considering he's never driven a fork-lift before - and they don't have time to train him...on to plan B, I suppose"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","yay...100 friends!"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","24 hours without the kids -- I miss my babies!"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","Did anyone see *PROPNAME* & *PROPNAME* this week on Dancing with the Stars?  Whew...now, that's what I call dirty dancing!"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","Don's taking a fork-lift test tomorrow to see if he qualifies to bump back in - keep those fingers crossed!"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","is half way through her weekend conference ;)"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","*PROPNAME* fell off the couch last night and fractured the bone just above her right elbow so we spent most of the night in the ER and most of this afternoon at the orthopedics office before bringing her home in a pretty purple cast for Christmas"
"2d14a09b41a0d12b9e60377a0a8e14a8","3.85","2.1","1.75","3.6","3.6","Merry Christmas, All!  Any Santa sightings?"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","""...when will the GSS end? is BOSE headphone part of the GSS? wanna get one with my pay...when i get my pay..."""
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","""...is hating this job..."""
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","""...life sucks...but god is still good..."""
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","""...moved. now at Wordpress..."""
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","feeling musle tiredness from standing almost a whole day @ TGX..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","...plans for taking off on tuesday..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","why is my FB so wierd... can't FFS this way... the home page looks funny too..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","why has my status become a warzone.... @.@"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","IAP - A, FYP - B... lols.... GPA still seems safe... =)"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Gonna be sleeping soon... For Tomorrow, I needa CHIONG my PROJECT. =)"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","So Horrible... Reformatting DELL PC at home... Stupid Driver CD... Finally can work... but... ONE by ONE install??? Zzz..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Gonna try need for speed shift on PSP..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","OMGOMGOMG... Results release day.... XD"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Sleep Time... for tomorrow is work time... =)"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","wonders if someone is missing the posts from FFS on my wall... xD"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Faith 4-1 Dinner: 19th Sep, Meet @ Dhoby Ghaut - 5:30pm. SMS *PROPNAME* to RSVP. Exclusive to my faithfourone batch only. =D"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","EARTHQUAKE!!!!"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","1  week left to complete the project... few more features to be implemented... =)"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","87 Pets on FFS... LOL..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","WTH I AM SHAKING ON THE 16th FLOOR!!! EARTHQUAKE!!!"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","WTH... I do not understand what I am doing with rendermonkey... What values are stored in each component of the semantics... and how the hell I am going to complete that practical."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Why is mocap not in the mocap room?"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","is wondering what's the actual date for start of modules... xD"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Back to work again... =) Working is good... haha..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","not gonna be facebooking much tonight..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","*PROPNAME* said she was allergic to Pepper! LOL."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","*PROPNAME* is a bully... T_T"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","""...gonna move from Blogger to Wordpress soon..."""
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Totally no mood to do anything... Stupid smoker that used my admin number... spoil my day only... =("
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Anyone know anything about NIS Scholarships? Can explain more to me? haha..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","There any problem with FFS Feeds? LOL! Looks like alot of information not displayed there..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","*PROPNAME*, I saw BMW Accident with Nissan Sunny around EXPO this morn b4 service, Nissan seemed to get damage less. BMW no airbags came out, Nissan Airbags out. BMW passengers got injury... I know cos BMW driver dad's cell group friend... so... drive safe... =)"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Gonna try to re-setup PhysX and add in NxOgre on my com tomorrow... ROAR!!!"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","@ M Level 4 Photo Studio now..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Please spread the word that the DET FusionX Photoshoot timings are out. CHECK SCHOOL EMAIL! Those GP people who still owe me their resumes... tomorrow is the deadline."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Owe RESUME hand up RESUME! haha..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Please spread the word that the DET FusionX Photoshoot timings are out. CHECK SCHOOL EMAIL!"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","DET Photoshoot TODAY! Wear BLACK TOP... =D Can start thinking of a pose for your fun shot."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","TOMORROW MOCAP CLASS 4-6PM @ COMPUTER LAB! PASS THE MESSAGE TO ALL PEOPLE TAKING MOCAP TMR! FROM MS EDA. DESOC: E-LEARNING TOMORROW DUE TO OPEN HOUSE! CHECK EMAILS!"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Not so well today... getting betta..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Finished most of the Mocap Cleanup... Dunno if it looks wierd... should I capture again?"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","14 more days... Gotta Persevere..."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Hi, my name is *PROPNAME*!"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","14 more days... OGRE WILL BE SLAUGHTERED FIRST!"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Slept 7 hours last night from 3am plus while listening to worship songs... =)"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","DET People doing modules. Take note... Photoshoot is on Tues. Get your black top ready! (:"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","I want new FB Layout!"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Those who still owe me resume... HAND THEM IN! Gonna be up most of the night tonight... PHS @.@"
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","*PROPNAME*, pls help tell the FYP ppl to check email for their photoshoot timing. Thanks."
"a4fb2531183a186f2b5362ab89d885a2","2.65","2.8","2","3.95","2.65","Facebook Developers, I feel that the new layout needs a shortcut to applications from every site. Probably a button for applications on the top bar?"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","IS SOOOOOO EXCITED 4 THE HOLS"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","im going away tomoro!!!!!!!!!!!!!!!!!!!!!!!!!"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","is wantin 2 dye amys hair!!!!!!!!!!!!!!!!"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","cookies"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","hmmmmmm............ its so hot!!!! i'm DIEING!"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","yea merry x-mas everi1! <3 u!"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","little brak!!!!!!!!!!!!! yea!!!!!!!!! kenau to me.............. wierd"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","We'll miss u so so much *PROPNAME*!"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","hmph"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","love looks not with the eye but with the mind and therefore, is winged cupid painted blind?"
"370a8295df2f8b9069e75422c37d2639","4.5","3.1","4","3.1","1.65","close and i'll kiss u 2moro i'll miss u remember i'll always be true.......... I CANT GET THAT FRIKIN SONG OUT MY HEAD!!!!!!!!!!!!!!!"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","ROAR"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","is well and festive and taking advantage of summer."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","I love *PROPNAME*"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","is on his way to a wedding in the beautiful Peace Garden State."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","is looking through West to East."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","needs to take fewer joys for granted"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","is variably responsible"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","is disorganized and excited for a weekend wedding adventure"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","is watching the Perseid meteor shower the next two nights."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","is spending the holiday drifting down the Huron."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","can smell school approching"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","was chased by veloceraptors for a good hour, at least."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","passed a family of ducks, two squirrels, a chipmunk, a raccoon, and a bassoonist on his way to the laundry room."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","prioritizes the human over the applied, with mixed results."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","stretched"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","is water-shedding it up and bonfireing it down."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","celebrated dusk with the bats of *PROPNAME*"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","is designing a mausoleum.  Go Halloween."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","spent Monday night in a plie of leaves, 150 feet above Lake Superior."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","grows less responsible with time."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","needs to work on discipline, decisiveness, and time."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","spent the evening in an awesome blanket fort, has a thanksgiving potluck tonight, birthday dinner tomorrow, and crazy Canadian adventure over the weekend :D"
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","Thank you, all, for you birthday wishes, and may the holiday bring you peace."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68",", unexpectedly, really enjoys waking up insanely early to work."
"da56abb46f342d8e4b4bc96165cd645d","4.8","3.5","3.4","4.53","1.68","While we might get two, the west coast will get 6 to 9, and my jealousy of Lake Effect Snows grows ever greater."
